protocol_id,protocol_no,submission_no,status_id,start_date,end_date,nol_date,protocol_title,medConditionList,studyPopulationList
42721,GED0507-UC-001,196028,2,2017-04-28,2017-07-31,2016-07-13,"A PHASE 2, RANDOMIZED, PLACEBO-CONTROLLED, MULTICENTER STUDY TO INVESTIGATE THE EFFICACY AND SAFETY OF GED-0507-34-LEVO (GED0507) FOR TREATMENT OF SUBJECTS WITH ACTIVE ULCERATIVE COLITIS","[{'med_condition_id': 258, 'med_condition': 'ULCERATIVE COLITIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
43544,MS700149_0002,198416,1,2017-04-21,,2016-10-07,A PROOF-OF-CONCEPT STUDY TO ASSESS THE EFFECT OF RECOMBINANT HUMAN GROWTH HORMONE ON THE SIZE OF THE REPLICATION-COMPETENT VIRAL RESERVOIR IN HIV-INFECTED INDIVIDUALS ON SUPPRESSIVE ANTIRETROVIRAL THERAPY,"[{'med_condition_id': 117, 'med_condition': 'HUMAN IMMUNODEFICIENCY VIRUS (HIV)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
41475,I1F-MC-RHBV,191596,1,2017-01-25,,2016-02-23,"A MULTICENTER, RANDOMIZED, DOUBLE-BLIND, ACTIVE AND PLACEBO-CONTROLLED 16-WEEK STUDY FOLLOWED BY LONG-TERM EVALUATION OF EFFICACY AND SAFETY OF IXEKIZUMAB (LY2439821) IN BDMARD-NAIVE PATIENTS WITH  RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS,","[{'med_condition_id': 673, 'med_condition': 'AXIAL SPONDYLARTHRITIS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
41478,0202EA,191611,3,,,2016-02-18,"AN EXPANDED ACCESS PROTOCOL FOR THE TREATMENT OF GLIOBLASTOMA MULTIFORME IN PATIENTS WITH ALREADY MANUFACTURED DCVAX®-L, AUTOLOGOUS DENDRITIC  CELLS PULSED WTIH TUMOR LYSATE ANTIGEN WHO HAVE SCREEN-FAILED PROTOCOL 020221","[{'med_condition_id': 90, 'med_condition': 'GLIOBLASTOMA'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
39630,747-302,185909,2,2016-02-24,2018-03-23,2015-07-21,"A PHASE 3B, DOUBLE BLIND, RANDOMIZED, PLACEBO CONTROLLED, MULTICENTER STUDY EVALUATING THE EFFECT OF OBETICHOLIC ACID ON CLINICAL OUTCOMES IN SUBJECTS WITH PRIMARY BILIARY CIRRHOSIS","[{'med_condition_id': 209, 'med_condition': 'PRIMARY BILIARY CIRRHOSIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
39881,GS-US-339-1559,186520,1,2018-04-19,,2015-08-25,A PHASE 1B/2 STUDY OF ENTOSPLETINIB (GS-9973) MONOTHERAPY AND IN COMBINATION WITH CHEMOTHERAPY IN SUBJECTS WITH ACUTE MYELOID LEUKEMIA (AML),"[{'med_condition_id': 6, 'med_condition': 'ACUTE MYELOGENOUS LEUKEMIA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
39896,MDCO-APO-15-01,186521,1,2015-10-22,,2015-08-26,"A PLACEBO-CONTROLLED, DOUBLE-BLIND, RANDOMIZED TRIAL TO COMPARE THE EFFECT OF TREATMENT ON PLAQUE BURDEN AS DETERMINED BY IVUS AND TO EVALUATE THE EFFICACY, PK, SAFETY, AND TOLERABILITY OF MDCO-216 GIVEN AS MULTIPLE WEEKLY INFUSIONS IN SUBJECTS WITH A RECENT ACUTE CORONARY SYNDROME","[{'med_condition_id': 499, 'med_condition': 'ACUTE CORONARY SYNDROME'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
40805,15743,189220,2,2016-12-09,2019-07-11,2015-12-04,"A RANDOMIZED, OPEN-LABEL, ACTIVE-CONTROLLED, PHASE II STUDY OF INTRAVENOUS ANETUMAB RAVTANSINE (BAY 94-9343) OR VINORELBINE IN PATIENTS WITH ADVANCED OR METASTATIC MALIGNANT PLEURAL MESOTHELIOMA OVEREXPRESSING MESOTHELIN AND PROGRESSED ON FIRST LINE PLATINUM/ PEMETREXED-BASED CHEMOTHERAPY","[{'med_condition_id': 153, 'med_condition': 'MALIGNANT PLEURAL MESOTHELIOMA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
69773,MRNA-1083-P301,279849,3,,,2023-11-22,"A PHASE 3, RANDOMIZED, OBSERVER- BLIND, ACTIVE- CONTROL STUDY TO EVALUATE THE SAFETY, REACTOGENICITY, AND IMMUNOGENICITY OF MRNA- 1083 (SARS- COV-2 AND INFLUENZA) VACCINE IN HEALTHY ADULT PARTICIPANTS,  >50 YEARS OF AGE.","[{'med_condition_id': 1028, 'med_condition': 'CORONAVIRUS DISEASE (COVID-19)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
69781,GA.4,279879,1,2024-02-08,,2023-11-22,"A RANDOMIZED PHASE II STUDY OF PACLITAXEL AND RAMUCIRUMAB +/- ZANIDATAMAB INHER2 POSITIVE ADVANCED GASTROESOPHAGEAL ADENOCARCINOMA","[{'med_condition_id': 1185, 'med_condition': 'HER2 POSITIVE ADVANCED GASTROESOPHAGEAL ADENOCARCINOMA'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
69834,TED16925,280024,3,,,2023-11-24,"A PHASE 1/1B OPEN-LABEL, FIRST-IN-HUMAN, SINGLE AGENT, DOSE ESCALATION ANDEXPANSION STUDY FOR THE EVALUATION OF SAFETY, PHARMACOKINETICS, PHARMACODYNAMICS,AND ANTI-TUMOR ACTIVITY OF SAR443216 IN PARTICIPANTS WITH RELAPSED/REFRACTORYHER2 EXPRESSING SOLID TUMORS","[{'med_condition_id': 278, 'med_condition': 'SOLID TUMORS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
68935,CMBG453B12206B,274683,1,2024-06-14,,2023-08-22,"AN OPEN-LABEL, MULTICENTER, ROLL-OVER STUDY FOR PATIENTS WHO HAVE COMPLETED A PRIOR NOVARTIS-SPONSORED SABATOLIMAB (MBG453) STUDY AND ARE JUDGED BY THE INVESTIGATOR TO BENEFIT FROM CONTINUED TREATMENT WITH SABATOLIMAB","[{'med_condition_id': 292, 'med_condition': 'HEMATOLOGICAL MALIGNANCIES'}, {'med_condition_id': 278, 'med_condition': 'SOLID TUMORS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
68042,MRNA-1365-P101,274723,3,,,2023-06-08,"A PHASE 1, RANDOMIZED, OBSERVER-BLIND, PLACEBO-CONTROLLED, AGE DE-ESCALATION STUDY OF THE SAFETY, TOLERABILITY, AND IMMUNOGENICITY OF MRNA-1345 AND MRNA-1365 IN PARTICIPANTS AGED 5 MONTHS TO <24 MONTHS","[{'med_condition_id': 280, 'med_condition': 'RESPIRATORY SYNCYTIAL VIRUS'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
71009,CL1-95029-002,282838,3,,,2024-03-27,"OPEN-LABEL, NON-RANDOMIZED, PHASE 1B/2 TRIAL INVESTIGATING THE SAFETY, TOLERABILITY, AND ANTITUMOR ACTIVITY OF S095029 (ANTI-NKG2A ANTIBODY) AS A PART OF COMBINATION THERAPY IN PARTICIPANTS WITH LOCALLY ADVANCED AND UNRESECTABLE OR METASTATIC MSI-H/DMMR GASTROESOPHAGEAL JUNCTION/GASTRIC CANCER","[{'med_condition_id': 619, 'med_condition': 'GASTROESOPHAGEAL JUNCTION CANCER'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
71143,ALN-SOD-ALS-2351,284313,1,2025-04-16,,2024-04-05,"FIRST IN HUMAN STUDY TO EVALUATE THE SAFETY, TOLERABILITY, PHARMACOKINETICS AND PHARMACODYNAMICS OF MULTIPLE ASCENDING DOSES OF INTRATHECALLY ADMINISTERED ALN-SOD IN PARTICIPANTS WITH AMYOTROPHIC LATERAL SCLEROSIS AND SOD1 MUTATIONS","[{'med_condition_id': 15, 'med_condition': 'AMYOTROPHIC LATERAL SCLEROSIS (ALS)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
66339,IMVT-1401-3202,269467,3,,,2022-12-06,"A PHASE 3, MULTI-CENTER, RANDOMIZED, QUADRUPLE-MASKED, PLACEBO-CONTROLLED STUDY OF BATOCLIMAB FOR THE TREATMENT OF PARTICIPANTS WITH ACTIVE THYROID EYE DISEASE (TED)","[{'med_condition_id': 1118, 'med_condition': 'THYROID EYE DISEASE'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
67807,IIT-0007,274010,1,2024-08-20,,2023-05-02,PROPHYLACTIC ORAL MESALAMINE FOR THE PREVENTION OF IMMUNE-RELATED COLITIS IN PATIENTS TREATED WITH IPILIMUMAB/NIVOLUMAB,"[{'med_condition_id': 1070, 'med_condition': 'IMMUNE-RELATED COLITIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
69499,VGCS-50635-002,278053,1,2024-10-28,,2023-10-13,"A PHASE 1B, OPEN-LABEL, MULTIPLE ASCENDING DOSE, MULTICENTER STUDY OF VRG50635 IN PARTICIPANTS WITH SPORADIC AND FAMILIAL AMYOTROPHIC LATERAL SCLEROSIS FOLLOWED BY LONG-TERM TREATMENT","[{'med_condition_id': 15, 'med_condition': 'AMYOTROPHIC LATERAL SCLEROSIS (ALS)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
66218,LPS17180 (FEXPRESAR),269025,2,2023-01-18,2023-03-14,2022-11-30,"A PHASE IIIB, SINGLE-CENTER, DOUBLE-BLIND, TWO-ARMS, PLACEBO-CONTROLLED, RANDOMIZED, PARALLEL-GROUP CLINICAL TRIAL TO EVALUATE THE EFFICACY AND SAFETY OF 2-DAY PRE-TREATMENT WITH FEXOFENADINE IN PATIENTS SUFFERING FROM SEASONAL ALLERGIC RHINITIS","[{'med_condition_id': 425, 'med_condition': 'SEASONAL ALLERGIC RHINITIS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
65535,SL03-OHD-105,266440,2,2024-04-16,2025-02-27,2022-09-29,"AN OPEN-LABEL, PHASE 1B STUDY OF SL-172154 (SIRP¿-FC-CD40L) ADMINISTERED WITH EITHER PEGYLATED LIPOSOMAL DOXORUBICIN OR MIRVETUXIMAB SORAVTANSINE IN SUBJECTS WITH PLATINUM-RESISTANT OVARIAN CANCERS","[{'med_condition_id': 197, 'med_condition': 'PLATINUM-RESISTANT OVARIAN CANCER'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
65970,405-201-00017,268402,2,2023-06-01,2024-04-04,2022-11-03,"A PHASE 3, MULTICENTER, OPEN-LABEL, LONG-TERM TRIAL EVALUATING THE LONG-TERM SAFETY AND TOLERABILITY OF ONCE DAILY CENTANAFADINE CAPSULES IN CHILDREN AND ADOLESCENTS WITH ATTENTION-DEFICIT/HYPERACTIVITY DISORDER","[{'med_condition_id': 9, 'med_condition': 'ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD)'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
28365,010-00,168341,1,2015-07-16,,2013-10-17,"A PHASE III CLINICAL TRIAL TO STUDY THE TOLERABILITY AND IMMUNOGENICITY OF A 2-DOSE REGIMEN OF V503, A MULTIVALENT HUMAN PAPILLOMAVIRUS (HPV) L1 VIRUS-LIKE PARTICLE (VLP) VACCINE, ADMINISTERED IN PREADOLESCENTS AND ADOLESCENTS (9 TO 14 YEAR OLDS) WITH A COMPARISON TO YOUNG WOMEN (16 TO 24 YEAR OLDS)","[{'med_condition_id': 119, 'med_condition': 'HUMAN PAPILLOMA VIRUS (HPV)'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
47587,672,211308,1,2018-02-20,,2017-12-13,"A PHASE 3 RANDOMIZED, DOUBLE-BLIND TRIAL OF PEMBROLIZUMAB (MK-3475) IN COMBINATION WITH EPACADOSTAT (INCB024360) OR PLACEBO IN PARTICIPANTS WITH CISPLATIN INELIGIBLE UROTHELIAL CARCINOMA (KEYNOTE-672/ECHO-307)","[{'med_condition_id': 393, 'med_condition': 'UROTHELIAL CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
39419,CTL019A2205B,185185,1,2016-04-27,,2015-07-03,LONG TERM FOLLOW-UP OF PATIENTS EXPOSED TO LENTIVIRAL-BASED CD19 DIRECTED CAR T-CELL THERAPY,"[{'med_condition_id': 148, 'med_condition': 'LYMPHOBLASTIC LEUKEMIA'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
39425,D2210C00014,185197,1,2016-03-22,,2015-07-08,"A MULTICENTRE, RANDOMIZED, DOUBLE-BLIND, PARALLEL GROUP, PLACEBO CONTROLLED, 12-WEEK, PHASE 2 STUDY TO EVALUATE THE EFFECT OF TRALOKINUMAB ON AIRWAY INFLAMMATION IN ADULTS WITH ASTHMA INADEQUATELY CONTROLLED ON INHALED CORTICOSTROID (MESOS).","[{'med_condition_id': 19, 'med_condition': 'ASTHMA'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
39427,201956,185211,1,2015-10-13,,2015-07-09,A LONG-TERM ACCESS PROGRAMME FOR SUBJECTS WITH SEVERE ASTHMA WHO PARTICIPATED IN A GSK-SPONSORED MEPOLIZUMAB CLINICAL STUDY,"[{'med_condition_id': 19, 'med_condition': 'ASTHMA'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
47056,CQAW039A2317,209493,2,2018-02-27,2019-08-01,2017-10-19,"A 12 WEEK, MULTIICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO ASSESS THE EFFICACY AND SAFETY OF QAW039 WHEN ADDED TO STANDARD-OF-CARE ASTHMA THERAPY IN PATIENTS WITH UNCONTROLLED ASTHMA","[{'med_condition_id': 19, 'med_condition': 'ASTHMA'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
47021,EFC14867 (SOTA-EMPA),209502,2,2018-12-01,2019-09-09,2017-10-17,"A 26-WEEK RANDOMIZED, DOUBLE-BLIND, CONTROLLED, PARALLEL-GROUP, MULTICENTER STUDY TO EVALUATE THE EFFICACY AND SAFETY OF SOTAGLIFLOZIN COMPARED TO EMPAGLIFLOZIN, AND PLACEBO IN PATIENTS WITH TYPE 2 DIABETES WHO HAVE INADEQUATE GLYCEMIC CONTROL ON DIPEPTIDYL PEPTIDASE 4 INHIBITOR (DPP4(I)) WITH OR WITHOUT METFORMIN","[{'med_condition_id': 257, 'med_condition': 'TYPE 2 DIABETES'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
47196,SHP647-304,209529,1,2019-01-21,,2017-11-24,A PHASE 3 LONG-TERM SAFETY EXTENSION STUDY OF SHP647 IN SUBJECTS WITH MODERATE TO SEVERE UICERATIVE COLITIS (AIDA),"[{'med_condition_id': 258, 'med_condition': 'ULCERATIVE COLITIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
48646,AG348-C-007,214547,2,2019-08-28,2021-03-10,2018-04-18,AN OPEN-LABEL STUDY TO EVALUATE THE EFFICACY AND SAFETY OF AG-348 IN REGULARLY TRANSFUSED ADULT SUBJECTS WITH PYRUVATE KINASE (PK) DEFICIENCY,"[{'med_condition_id': 895, 'med_condition': 'PYRUVATE KINASE DEFICIENCY'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
40739,AN-EPI3331,188977,1,2016-08-30,,2015-12-09,"A PHASE 3, RANDOMIZED, OPEN-LABEL, ASSESSOR-BLIND, NON-INFERIORITY, ACTIVE-COMPARATOR STUDY EVALUATING THE EFFICACY AND SAFETY OF LIPROTAMASE IN SUBJECTS WITH CYSTIC FIBROSIS-RELATED EXOCRINE PANCREATIC INSUFFICIENCY","[{'med_condition_id': 704, 'med_condition': 'PANCREATIC INSUFFICIENCY EXOCRINE'}, {'med_condition_id': 61, 'med_condition': 'CYSTIC FIBROSIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
40745,CHS-1420-02,188991,1,2015-12-15,,2015-12-11,"A DOUBLE-BLIND, RANDOMIZED, PARALLEL-GROUP, ACTIVE-CONTROL STUDY TO COMPARE THE EFFICACY AND SAFETY OF CHS-1420 VERSUS HUMIRA IN SUBJECTS WITH CHRONIC PLAQUE PSORIASIS (PSOSIM),","[{'med_condition_id': 196, 'med_condition': 'PLAQUE PSORIASIS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
40226,M13-590,187416,2,2016-01-15,2016-11-25,2015-09-29,"A RANDOMIZED, OPEN-LABEL, MULTICENTER STUDY TO EVALUATE THE EFFICACY AND SAFETY OF ABT 493/ABT-530 IN ADULTS WITH CHRONIC HEPATITIS C VIRUS GENOTYPE 1 INFECTION (ENDURANCE-1)","[{'med_condition_id': 275, 'med_condition': 'HEPATITIS C VIRUS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
40256,ALXN1210-PNH-201,187523,1,2016-01-20,,2015-10-07,"""A PHASE 2, OPEN-LABEL, MULTIPLE ASCENDING DOSE STUDY TO EVALUATE THE EFFICACY, SAFETY, TOLERABILITY,IMMUNOGENICITY, PHARMACOKINETICS AND PHARMACODYNAMICS OF ALXN1210 ADMINISTERED  INTRAVENOUSLY  TO PATIENTS WITH PAROXYSMAL NOCTURNAL HEMOGLOBINURIA,""","[{'med_condition_id': 649, 'med_condition': 'PAROXYSMAL NOCTURNAL HEMOGLOBINURIA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
70162,CBL-0205,280278,1,2024-11-06,,2023-12-14,"A PHASE 2B, RANDOMIZED, PLACEBO-CONTROLLED FACTORIAL STUDY TO EVALUATE THE EFFICACY, SAFETY AND TOLERABILITY OF CBL-514 INJECTION COMPARED WITH CBL-A1 AND CBL-A2 FOR REDUCING ABDOMINAL SUBCUTANEOUS FAT","[{'med_condition_id': 1192, 'med_condition': 'ABDOMINAL SUBCUTANEOUS FAT'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
70415,5767,281929,1,2024-07-25,,2024-01-02,NOVEL MAGNETIC RESONANCE IMAGING-GUIDED ULTRASOUND-STIMULATED MICROBUBBLE RADIATION TREATMENT FOR PATIENTS WITH CHEST-WALL AND LOCALLY ADVANCED BREAST CANCER,"[{'med_condition_id': 28, 'med_condition': 'BREAST CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
71733,JZP598-303,285477,1,2025-01-27,,2024-05-31,"A PHASE 3, RANDOMIZED, OPEN-LABEL, MULTICENTER, CONTROLLED STUDY TO EVALUATE THE EFFICACY AND SAFETY OF ZANIDATAMAB IN COMBINATION WITH PHYSICIAN¿S CHOICE CHEMOTHERAPY COMPARED TO TRASTUZUMAB IN COMBINATION WITH PHYSICIAN'S CHOICE CHEMOTHERAPY FOR THE TREATMENT OF PARTICIPANTS WITH METASTATIC HER2-POSITIVE BREAST CANCER WHO HAVE PROGRESSED ON, OR ARE INTOLERANT TO, PREVIOUS TRASTUZUMAB DERUXTECAN TREATMENT","[{'med_condition_id': 29, 'med_condition': 'BREAST CANCER HER2-POSITIVE'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
71645,NN6019-7565,285484,1,2025-02-13,,2024-05-27,OPEN-LABEL EXTENSION STUDY OF LONG-TERM SAFETY AND EFFICACY OF NNC6019-0001 IN PARTICIPANTS WITH TRANSTHYRETIN AMYLOID CARDIOMYOPATHY (ATTR CM),"[{'med_condition_id': 834, 'med_condition': 'CARDIOMYOPATHY'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
69852,PRO-101,280093,1,2026-03-15,,2023-11-16,"A PHASE 1, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, DOSE-ESCALATING STUDY TO EVALUATE THE SAFETY, TOLERABILITY AND PHARMACOKINETICS OF SINGLE ASCENDING AND MULTIPLE ASCENDING DOSES OF PROSETIN IN HEALTHY VOLUNTEERS AND PARTICIPANTS WITH AMYOTROPHIC LATERAL SCLEROSIS (ALS)","[{'med_condition_id': 15, 'med_condition': 'AMYOTROPHIC LATERAL SCLEROSIS (ALS)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
70609,P-005,282634,1,,,2024-02-21,PSILOCYBIN FOR ENHANCED ANALGESIA IN CHRONIC NEUROPATHIC PAIN: A RANDOMIZED CONTROLLED PILOT TRIAL (PEACE-PAIN),"[{'med_condition_id': 174, 'med_condition': 'NEUROPATHIC PAIN'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
70819,90014496LYM1001,283144,1,2025-04-01,,2024-03-08,"A PHASE 1B MULTICENTER, OPEN-LABEL, STUDY OF JNJ-90014496, AN AUTOLOGOUS CD19/CD20BI-SPECIFIC CAR-T CELL THERAPY IN ADULT PARTICIPANTS WITH RELAPSED OR REFRACTORY B-CELLNON-HODGKIN LYMPHOMA","[{'med_condition_id': 723, 'med_condition': ""B-CELL NON-HODGKIN'S LYMPHOMA""}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
67332,NOUS-209-01,271334,2,2023-09-15,2024-09-26,2023-04-04,"A PHASE I/II, MULTICENTER, OPEN-LABEL STUDY OF NOUS-209 GENETIC VACCINE FOR THE TREATMENT OF MICROSATELLITE UNSTABLE SOLID TUMORS","[{'med_condition_id': 278, 'med_condition': 'SOLID TUMORS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
71110,222253,284215,1,2024-04-29,,2024-03-22,"A PHASE 3B, OPEN-LABEL STUDY TOEVALUATE THE NON-INFERIORITY OF THE IMMUNE RESPONSE AND TO EVALUATE THE SAFETY OF THE RSVPREF3 OAINVESTIGATIONAL VACCINE IN ADULTS 18-49 YEARS OF AGE AT INCREASED RISK FOR RESPIRATORY SYNCYTIAL VIRUSDISEASE, COMPARED TO OLDER ADULTS ¿60 YEARS OF AGE","[{'med_condition_id': 280, 'med_condition': 'RESPIRATORY SYNCYTIAL VIRUS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
67578,ESR-22-21828,273324,3,,,2023-04-21,A PHASE 2 MULTI-CENTRE RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED PARALLEL GROUP STUDY TO EXAMINE THE EFFECTS OF 24 WEEKS TEZEPELUMAB 210 MG SC Q4WKS ON METHACHOLINE AIRWAY HYPERRESPONSIVENESS IN PARTICIPANTS WITH MILD ALLERGIC ASTHMA,"[{'med_condition_id': 19, 'med_condition': 'ASTHMA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
75142,SSACB2024,296868,3,,,2025-05-20,COMPARING PREOPERATIVE ADDUCTOR CANAL VS. NO BLOCK FOR ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION FOR QUALITY OF RECOVERY IN PATIENTS UNDER 18 YEARS OF AGE:  A RANDOMIZED CONTROLLED FEASIBILITY TRIAL,"[{'med_condition_id': 186, 'med_condition': 'PAIN'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
77104,N1T-MC-MALO,302258,1,2025-12-12,,2025-11-06,"A MASTER PROTOCOL FOR A RANDOMIZED, CONTROLLED, CLINICAL TRIAL OF MULTIPLE PHARMACOLOGIC AGENTS IN ADULT PARTICIPANTS WITH METABOLIC DYSFUNCTION-ASSOCIATED STEATOTIC LIVER DISEASE WHO ARE AT INCREASED RISK OF DEVELOPING MAJOR ADVERSE LIVER OUTCOMES (SYNERGY-OUTCOMES)","[{'med_condition_id': 1314, 'med_condition': 'METABOLIC DYSFUNCTION-ASSOCIATED STEATOTIC LIVER DISEASE (MASLD)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
77149,EFC18327,302334,1,2026-01-30,,2025-11-21,"A MULTICENTER, MULTINATIONAL, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED PARTICIPANTS WITH MODERATELY TO SEVERELY ACTIVE CROHN’S DISEASE PHASE 3, MAINTENANCE STUDY TO EVALUATE THE EFFICACY AND SAFETY OF DUVAKITUG IN","[{'med_condition_id': 57, 'med_condition': ""CROHN'S DISEASE""}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
