protocol_id,protocol_no,submission_no,status_id,start_date,end_date,nol_date,protocol_title,medConditionList,studyPopulationList
49606,CLCI699C2X01B,217469,2,2019-10-17,2023-11-16,2018-07-19,"AN OPEN-LABEL, MULTI-CENTER, ROLL-OVER STUDY TO ASSESS LONG TERM SAFETY IN PATIENTS WITH ENDOGENOUS CUSHING¿S SUNDROME WHO HAVE COMPLETED A PRIOR NOVARTIS-SPONSORED OSILODROSTAT (LCI699) STUDY AND ARE JUDGED BY THE INVESTIGATOR TO BENEFIT FROM CONTINUED TREATMENT WITH OSILODROSTAT.","[{'med_condition_id': 58, 'med_condition': ""CUSHING'S DISEASE""}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
51621,AL001-1,223747,3,,,2019-02-13,"""A FIRST IN HUMAN PHASE 1 STUDY IN HEALTHY VOLUNTEERS AND HETEROZYGOUS CARRIERS OF A LOSS-OF-FUNCTION GRANULIN MUTATION CAUSATIVE OF FRONTOTEMPORAL DEMENTIA TO ASSESS AL001 SAFETY, TOLERABILITY, PHARMACOKINETICS, AND PHARMACODYNAMICS.""","[{'med_condition_id': 346, 'med_condition': 'FRONTOTEMPORAL DEMENTIA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
50236,NOSI-CTP-01,219296,1,2019-02-08,,2018-09-27,A PHASE IA TOLERANCE EVALUATION OF TOPICAL NITRIC OXIDE SINUS IRRIGATION (NOSI) DOSE ESCALATION IN INDIVIDUALS WITH RECALCITRANT CHRONIC RHINOSINUSITIS (RCRS),"[{'med_condition_id': 799, 'med_condition': 'RHINOSINUSITIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
50943,M16-852,221502,2,2020-01-29,2025-01-16,2018-11-29,"A MULTICENTER, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO EVALUATE THE SAFETY AND EFFICACY OF UPADACITINIB IN SUBJECTS WITH GIANT CELL ARTERITIS","[{'med_condition_id': 330, 'med_condition': 'GIANT CELL ARTERITIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
52894,DFU-CTP-01,227835,1,2021-02-09,,2019-07-26,RANDOMIZED PLACEBO CONTROLLED PARALLEL GROUP TRIAL TO EVALUATE SAFETY & EFFICACY OF TOPICAL NITRIC OXIDE RELEASING SOLUTION (NORS) DELIVERED AS AN ADJUNCTIVE FOOTBATH TREATMENT AS COMPARED TO PLACEBO IN THE MANAGEMENT OF DIABETIC FOOT ULCERS,"[{'med_condition_id': 1009, 'med_condition': 'DIABETIC FOOT ULCERS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
52065,DV0002,223682,1,2019-04-29,,2019-04-03,"A MULTICENTER, RANDOMIZED, OPEN-LABEL STUDY TO EVALUATE THE SAFE AND EFFECTIVE USE OF THE PREFILLED SAFETY SYRINGES OR THE AUTO-INJECTOR FOR THE SUBCUTANEOUS SELF-INJECTION OF BIMEKIZUMAB SOLUTION BY SUBJECTS WITH MODERATE TO SEVERE CHRONIC PLAQUE PSORIASIS","[{'med_condition_id': 689, 'med_condition': 'CHRONIC PLAQUE PSORIASIS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
53345,D5290C00005,229416,1,2019-11-07,,2019-07-31,"A PHASE 2/3 RANDOMIZED, DOUBLE-BLIND, PALIVAZUMAB-CONTROLLED STUDY TO EVALUATE THE SAFETY OF MEDI8897, A MONOCLONAL ANTIBODY WITH AN EXTENDED HALF-LIFE AGAINST RESPIRATORY SYNCYTIAL VIRUS, IN HIGH-RISK CHILDREN (MEDLEY)","[{'med_condition_id': 280, 'med_condition': 'RESPIRATORY SYNCYTIAL VIRUS'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
53366,4010-03-001,229464,1,2023-06-14,,2019-08-15,"A PHASE 3, RANDOMIZED, DOUBLE-BLIND, MULTICENTER STUDY OF DOSTARLIMAB (TSR-042) PLUS CARBOPLATIN-PACLITAXEL VERSUS PLACEBO PLUS CARBOPLATIN-PACLITAXEL IN PATIENTS WITH RECURRENT OR PRIMARY ADVANCED ENDOMETRIAL CANCER (RUBY)","[{'med_condition_id': 73, 'med_condition': 'ENDOMETRIAL CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
53835,ID-080A305,230964,1,2019-11-26,,2019-09-20,"MULTI-CENTER, BLINDED, RANDOMIZED STUDY WITH APROCITENTAN IN SUBJECTS WITH UNCONTROLLED BLOOD PRESSURE AND CHRONIC KIDNEY DISEASE STAGE 3 OR 4","[{'med_condition_id': 124, 'med_condition': 'HYPERTENSION'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
53995,MK-7339-009,231535,1,2022-02-04,,2019-10-09,"AN OPEN-LABEL, RANDOMIZED, PHASE 2/3 STUDY OF OLAPARIB PLUS PEMBROLIZUMAB VERSUS CHEMOTHERAPY PLUS PEMBROLIZUMAB AFTER INDUCTION OF CLINICAL BENEFIT WITH FIRST-LINE CHEMOTHERAPY PLUS PEMBROLIZUMAB IN PARTICIPANTS WITH LOCALLY RECURRENT INOPERABLE OR METASTATIC TRIPLE NEGATIVE BREAST CANCER (TNBC) (KEYLYNK-009)","[{'med_condition_id': 627, 'med_condition': 'BREAST CANCER METASTATIC TRIPLE NEGATIVE'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
54373,PJC-026 / NCI 10208,232649,1,2023-02-03,,2019-11-14,"A PHASE I STUDY OF ANETUMAB RAVTANSINE IN COMBINATION WITH EITHER ANTI-PD-1 ANTIBODY, OR ANTI-CTLA4 AND ANTI-PD-1 ANTIBODIES OR ANTI-PD-1 ANTIBODY AND GEMCITABINE IN MESOTHELIN-POSITIVE ADVANCED PANCREATIC ADENOCARCINOMA","[{'med_condition_id': 401, 'med_condition': 'PANCREATIC ADENOCARCINOMA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
54383,ECU-NMO-303,232663,1,2022-02-01,,2019-11-13,"A PHASE 2/3 OPEN-LABEL, SINGLE-ARM TRIAL TO EVALUATE THE SAFETY AND ACTIVITY OF ECULIZUMAB IN PEDIATRIC PATIENTS WITH RELAPSING NEUROMYELITIS OPTICA SPECTRUM DISORDER","[{'med_condition_id': 324, 'med_condition': 'NEUROMYELITIS OPTICA SPECTRUM DISORDER'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
54734,MT-1186-A01,233672,2,2021-06-04,2021-12-17,2019-12-23,"A PHASE 3, MULTI-CENTER, OPEN-LABEL, SAFETY STUDY OF ORAL EDARAVONE ADMINISTERED OVER 48 WEEKS IN SUBJECTS WITH AMYOTROPHIC LATERAL SCLEROSIS (ALS)","[{'med_condition_id': 15, 'med_condition': 'AMYOTROPHIC LATERAL SCLEROSIS (ALS)'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
52712,NICHD-2017-ANA01,227245,1,2024-01-18,,2019-07-05,PHARMACOKINETICS AND SAFETY OF ANESTHETICS AND ANALGESICS IN CHILDREN AND ADOLESCENTS,"[{'med_condition_id': 186, 'med_condition': 'PAIN'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
52748,CA017-078,227349,1,2025-06-20,,2019-05-29,"A PHASE 3, RANDOMIZED, STUDY OF NEOADJUVANT CHEMOTHERAPY ALONE VERSUS NEOADJUVANT CHEMOTHERAPY PLUS NIVOLUMAB OR NIVOLUMAB AND BMS-986205, FOLLOWED BY CONTINUED POST-SURGERY THERAPY WITH NIVOLUMAB OR NIVOLUMAB AND BMS-986205 IN PARTICIPANTS WITH MUSCLE-INVASIVE BLADDER CANCER","[{'med_condition_id': 625, 'med_condition': 'BLADDER CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
54211,00009196,232215,3,,,2019-11-01,ADALIMUMAB VS CONVENTIONAL IMMUNOSUPPRESSION FOR UVEITIS (ADVISE) TRIAL,"[{'med_condition_id': 1006, 'med_condition': 'UVEITIS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
52764,D5160C00049,227428,2,,2019-08-13,2019-06-03,"A PHASE II, OPEN-LABEL, SINGLE-ARM, MULTICENTER, INTERNATIONAL STUDY OF THE EFFICACY AND SAFETY OF 80 MG OSIMERTINIB IN PATIENTS WITH LEPTOMENINGEAL METASTASES (LM) ASSOCIATED WITH EPIDERMAL GROWTH FACTOR RECEPTOR (EGFR) MUTATION-POSITIVE NON-SMALL CELL LUNG CANCER (NSCLC) (BLOSSOM)","[{'med_condition_id': 179, 'med_condition': 'NON-SMALL CELL LUNG CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
52783,BP29889,227452,3,,,2019-06-06,"""AN OPEN-LABEL, MULTICENTER, DOSE ESCALATION PHASE IB STUDY WITH EXPANSION COHORTS TO EVALUATE THE SAFETY, PHARMACOKINETICS, PHARMACODYNAMICS AND THERAPEUTIC ACTIVITY OF RO7009789 (CD40 AGONISTIC MONOCLONAL ANTIBODY) IN COMBINATION WITH VANUCIZUMAB (ANTI-ANG2 AND ANTI-VEGF BI-SPECIFIC MONOCLONAL ANTIBODY, PART I) OR BEVACIZUMAB (ANTI-VEGF MONOCLONAL ANTIBODY, PART II) IN PATIENTS WITH METASTATIC SOLID TUMORS.""","[{'med_condition_id': 796, 'med_condition': 'METASTATIC SOLID TUMOURS'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
52113,BINIPEMBRO,225389,1,2022-05-03,,2019-03-29,"PHASE I/IB STUDY OF BINIMETINIB, A MEK INHIBITOR, IN COMBINATION WITH PEMBROLIZUMAB IN PATIENTS WITH ADVANCED NON-SMALL CELL LUNG CANCER (NSCLC)","[{'med_condition_id': 179, 'med_condition': 'NON-SMALL CELL LUNG CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
52803,RVT-1201-2001,227538,2,2019-10-25,2020-04-28,2019-05-30,"A PHASE 2A, DOUBLE-BLIND, PLACEBO-CONTROLLED MULTICENTER STUDY TO ASSESS THE SAFETY, TOLERABILITY, PHARMACOKINETICS AND PHARMACODYNAMIC EFFECTS OF RVT-1201 IN PATIENTS WITH PULMONARY ARTERIAL HYPERTENSION","[{'med_condition_id': 218, 'med_condition': 'PULMONARY ARTERIAL HYPERTENSION (PAH)'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
52838,IMMU-132-09,227636,1,2020-02-28,,2019-06-05,"""PHASE 3 STUDY OF SACITUZUMAB GOVITECAN (IMMU-132) VERSUS TREATMENT OF PHYSICIAN'S CHOICE (TPC) IN SUBJECTS WITH HORMONAL RECEPTOR-POSITIVE (HR+) HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2) NEGATIVE METASTATIC BREAST CANCER (MBC) WHO HAVE FAILED AT LEAST TWO PRIOR CHEMOTHERAPY REGIMENS.""","[{'med_condition_id': 527, 'med_condition': 'BREAST CANCER, HORMONE RECEPTOR POSITIVE, HER2 NEGATIVE LOCALLY ADVANCED OR METASTATIC'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
52879,208090,227747,2,2019-11-11,2022-09-09,2019-06-07,"A PHASE III, RANDOMIZED, MULTICENTER, OPEN-LABEL, NON-INFERIORITY STUDY EVALUATING THE EFFICACY, SAFETY AND TOLERABILITY OF SWITCHING TO DOLUTEGRAVIR/LAMIVUDINE FIXED DOSE COMBINATION IN HIV-1 INFECTED ADULTS WHO ARE VIROLOGICALLY SUPPRESSED","[{'med_condition_id': 117, 'med_condition': 'HUMAN IMMUNODEFICIENCY VIRUS (HIV)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
53609,B9991040,230181,2,2020-02-28,2020-10-29,2019-08-28,A PHASE 1B/2 STUDY TO EVALUATE SAFETY AND CLINICAL ACTIVITY OF AVELUMAB IN COMBINATION WITH BEMPEGALDESLEUKIN (NKTR-214) WITH OR WITHOUT TALAZOPARIB OR ENZALUTAMIDE IN PARTICIPANTS WITH LOCALLY ADVANCED OR METASTATIC SOLID TUMORS,"[{'med_condition_id': 278, 'med_condition': 'SOLID TUMORS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
54016,BO41423,231610,1,2021-05-19,,2019-10-09,"A MULTICENTER, OPEN LABEL STUDY TO EVALUATE THE SAFETY, EFFICACY, PHARMACOKINETICS, AND PHARMACODYNAMICS OF EMICIZUMAB IN PATIENTS WITH MILD OR MODERATE HEMOPHILIA A WITHOUT FVIII INHIBITORS.","[{'med_condition_id': 98, 'med_condition': 'HEMOPHILIA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
54323,CP543.5001,232514,1,2023-09-13,,2019-11-06,"A MULTICENTER, OPEN-LABEL, EXTENSION STUDY TO ASSESS THE LONG-TERM SAFETY AND EFFICACY OF CTP-543 IN ADULT PATIENTS WITH MODERATE TO SEVERE ALOPECIA AREATA","[{'med_condition_id': 838, 'med_condition': 'ALOPECIA AREATA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
75685,V940-012,298223,1,2026-01-27,,2025-06-20,"A PHASE 2, RANDOMIZED, DOUBLE-BLIND, PLACEBO- AND ACTIVE-COMPARATOR CONTROLLED CLINICAL STUDY OF V940 (MRNA-4157) PLUS PEMBROLIZUMAB VERSUS PLACEBO PLUS PEMBROLIZUMAB IN PARTICIPANTS WITH FIRST-LINE ADVANCED MELANOMA (INTERPATH-012)","[{'med_condition_id': 154, 'med_condition': 'MELANOMA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
59745,VAC31518COV2004,250107,3,,,2021-03-17,"AN OPEN-LABEL, PHASE 2 STUDY TO EVALUATE THE SAFETY, REACTOGENICITY, AND IMMUNOGENICITY OF AD26.COV2.S IN HEALTHY PREGNANT PARTICIPANTS","[{'med_condition_id': 1028, 'med_condition': 'CORONAVIRUS DISEASE (COVID-19)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
58978,19-0021,244104,1,2023-04-09,,2021-01-22,"A PHASE 2, RANDOMIZED, DOUBLE-BLIND, COMPARATOR-CONTROLLED, MULTICENTER STUDY TO EVALUATE THE SAFETY AND EFFICACY OF CRS3123 COMPARED WITH ORAL VANCOMYCIN IN ADULTS WITH CLOSTRIDIOIDES DIFFICILE INFECTION","[{'med_condition_id': 33, 'med_condition': 'CLOSTRIDIUM DIFFICILE INFECTION'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
58536,C3731003,246183,1,2023-05-10,,2020-12-18,"¿PHASE 3, OPEN-LABEL, SINGLE-ARM STUDY TO EVALUATE THE EFFICACY AND SAFETY OF PF-07055480 (RECOMBINANT AAV2/6 HUMAN FACTOR VIII GENE THERAPY) IN ADULT MALE PARTICIPANTS WITH MODERATELY SEVERE TO SEVERE HEMOPHILIA A (FVIII:C<1%¿","[{'med_condition_id': 99, 'med_condition': 'HEMOPHILIA A'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
58398,LTS16294,245643,1,2022-05-03,,2020-11-27,"A PHASE 3 OPEN-LABEL, MULTICENTER STUDY OF THE LONG-TERM SAFETY AND EFFICACY OF INTRAVENOUS RECOMBINANT COAGULATION FACTOR VIII FC-VON WILLEBRAND FACTOR-XTEN FUSION PROTEIN (RFVIIIFC-VWF-XTEN; BIVV001) IN PREVIOUSLY TREATED PATIENTS WITH SEVERE HEMOPHILIA A","[{'med_condition_id': 99, 'med_condition': 'HEMOPHILIA A'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
56133,PHRI.ACT.COVID19,238157,1,2020-04-22,,2020-04-18,"ANTI-CORONAVIRUS THERAPIES TO PREVENT PROGRESSION OF COVID-19 (ACT), A RANDOMIZED TRIAL","[{'med_condition_id': 1028, 'med_condition': 'CORONAVIRUS DISEASE (COVID-19)'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
58908,CMAA868A2204 (ANT-006,247471,1,2021-07-27,,2021-01-14,"A MULTICENTER, RANDOMIZED, ACTIVE-CONTROLLED STUDY TO EVALUATE THE SAFETY AND TOLERABILITY OF TWO BLINDED DOSES OF ABELACIMAB (MAA868) COMPARED WITH OPEN-LABEL RIVAROXABAN IN PATIENTS WITH ATRIAL FIBRILLATION","[{'med_condition_id': 433, 'med_condition': 'ATRIAL FIBRILLATION'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
57356,D361BC00001,242088,1,2022-08-11,,2020-08-24,"A PHASE III DOUBLE-BLIND, RANDOMISED, PLACEBO-CONTROLLED STUDY ASSESSING THE EFFICACY AND SAFETY OF CAPIVASERTIB + ABIRATERONE VERSUS PLACEBO + ABIRATERONE AS TREATMENT FOR PATIENTS WITH DE NOVO METASTATIC HORMONE-SENSITIVE PROSTATE CANCER (MHSPC) CHARACTERISED BY PTEN DEFICIENCY","[{'med_condition_id': 214, 'med_condition': 'PROSTATE CANCER'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
58375,INS1007-301,245573,2,2023-01-06,2024-07-23,2020-12-03,"A PHASE 3, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO ASSESS THE EFFICACY, SAFETY, AND TOLERABILITY OF BRENSOCATIB ADMINISTERED ONCE DAILY FOR 52 WEEKS IN SUBJECTS WITH NON-CYSTIC FIBROSIS BRONCHIECTASIS ¿ THE ASPEN STUDY","[{'med_condition_id': 497, 'med_condition': 'NON-CYSTIC FIBROSIS BRONCHIECTASIS'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
59311,CBYL719K12301,247652,2,2022-01-17,2025-02-13,2021-03-03,"EPIK-O: A PHASE III, MULTI-CENTER, RANDOMIZED (1:1), OPEN-LABEL, ACTIVE- CONTROLLED STUDY TO ASSESS THE EFFICACY AND SAFETY OF ALPELISIB (BYL719) IN COMBINATION WITH OLAPARIB AS COMPARED TO SINGLE AGENT CYTOTOXIC CHEMOTHERAPY, IN PARTICIPANTS WITH NO GERMLINE BRCA MUTATION DETECTED, PLATINUM-RESISTANT OR REFRACTORY, HIGH-GRADE SEROUS OVARIAN CANCER","[{'med_condition_id': 197, 'med_condition': 'PLATINUM-RESISTANT OVARIAN CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
55368,2019-3145,235638,3,,,2020-03-19,ARTERIAL INFLAMMATION AS A RISK FACTOR FOR CARDIOVASCULAR DISEASE AND ITS PREVENTION THROUGH A POLYPHENOL-RICH DIET: CONTRIBUTION OF QUANTITATIVE TEP/TDM IMAGING,"[{'med_condition_id': 444, 'med_condition': 'VASCULAR INFLAMMATION'}, {'med_condition_id': 37, 'med_condition': 'CARDIOVASCULAR DISEASE'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
57746,FGCL-4592-082,243442,2,2021-05-25,2023-06-13,2020-10-13,A PHASE 3 RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED STUDY INVESTIGATING THE EFFICACY AND SAFETY OF ROXADUSTAT (FG-4592) FOR TREATMENT OF ANEMIA IN PATIENTS WITH LOWER RISK MYELODYSPLASTIC SYNDROME (MDS) WITH LOW RED BLOOD CELL (RBC) TRANSFUSION BURDEN (LTB),"[{'med_condition_id': 329, 'med_condition': 'ANEMIA'}, {'med_condition_id': 317, 'med_condition': 'MYELODYSPLASTIC SYNDROME'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
57913,TENDERER-001,243985,2,2021-02-19,2021-11-29,2020-12-03,TOWARDS IMPROVED ADHERENCE WITH EXTENDED VTE PROPHYLAXIS AFTER ABDOMINAL OR PELVIC MAJOR CANCER SURGERY,"[{'med_condition_id': 338, 'med_condition': 'VENOUS THROMBOEMBOLISM'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
57309,DEBIO 1143-SCCHN-301,241919,1,2022-11-23,,2020-09-02,"A RANDOMIZED, DOUBLE-BLIND PLACEBO-CONTROLLED, PHASE 3 STUDY OF DEBIO 1145 IN COMBINATION WITH PLATINUM-BASED CHEMOTHERAPY AND STANDARD FRACTIONATION INTENSITY-MODULATED RADIOTHERAPY IN PATIENTS WITH LOCALLY ADVANCED SQUAMOUS CELL CARCINOMA OF THE HEAD AND NECK, SUITABLE FOR DEFINITIVE CHEMORADIOTHERAPY (TRILYNX)","[{'med_condition_id': 724, 'med_condition': 'SQUAMOUS CELL CARCINOMA OF THE HEAD AND NECK'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
60061,PROMPT BOLUS-01,251146,1,2023-06-28,,2021-04-26,PRAGMATIC PEDIATRIC TRIAL OF BALANCED VERSUS NORMAL SALINE FLUIDS IN SEPSIS (PROMPT BOLUS),"[{'med_condition_id': 583, 'med_condition': 'SEPTIC SHOCK'}, {'med_condition_id': 230, 'med_condition': 'SEPSIS'}]","[{'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
59903,GO40311,250638,1,2022-12-20,,2021-05-07,"AN OPEN-LABEL, MULTICENTER, PHASE I TRIAL EVALUATING THE SAFETY AND PHARMACOKINETICS OF ESCALATING DOSES OF BFCR4350A IN PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA","[{'med_condition_id': 386, 'med_condition': 'RELAPSED OR REFRACTORY MULTIPLE MYELOMA'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
49640,1.0,217588,1,2018-09-11,,2018-07-25,A RANDOMIZED CROSSOVER STUDY OF PROPRANOLOL VERSUS IVABRADINE IN POSTURAL TACHYCARDIA SYNDROME (POTS),"[{'med_condition_id': 808, 'med_condition': 'POSTURAL ORTHOSTATIC TACHYCARDIA SYNDROME'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
50367,ID-069A302,219684,1,2021-02-08,,2018-09-26,"A MULTI-CENTER, OPEN-LABEL, UNCONTROLLED, SINGLE-ARM, EXTENSION STUDY TO DETERMINE THE LONG-TERM SAFETY AND TOLERABILITY OF ORAL LUCERASTAT IN ADULT SUBJECTS WITH FABRY DISEASE","[{'med_condition_id': 79, 'med_condition': 'FABRY DISEASE'}]","[{'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 2, 'study_population': 'ADULT FEMALE'}]"
50385,CACZ885V2301,219739,2,2019-04-08,2020-06-30,2018-09-26,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED, PHASE III STUDY EVALUATING THE EFFICACY AND SAFETY OF CANAKINUMAB IN COMBINATION WITH DOCETAXEL VERSUS PLACEBO IN COMBINATION WITH DOCETAXEL IN SUBJECTS WITH NON-SMALL CELL LUNG CANCER (NSCLC) PREVIOUSLY TREATED WITH PD-(L)1 INHIBITORS AND PLATINUM-BASED CHEMOTHERAPY","[{'med_condition_id': 179, 'med_condition': 'NON-SMALL CELL LUNG CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
51113,EFC15160,221987,2,2019-10-25,2021-04-08,2018-11-27,"A RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED STUDY TO EVALUATE THE EFFICACY AND SAFETY OF SARILUMAB IN PATIENTS WITH POLYMYALGIA RHEUMATICA (PMR)","[{'med_condition_id': 758, 'med_condition': 'POLYMYALGIA RHEUMATICA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
49686,MOCOG-01,217810,2,2018-10-22,2019-07-30,2018-07-31,DOES MODAFINIL HAVE PRO-COGNITIVE EFFECTS IN THOSE WITH RESIDUAL COGNITIVE IMPAIRMENT DESPITE REMITTED DEPRESSION?,"[{'med_condition_id': 323, 'med_condition': 'DEPRESSION'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
49692,CA209-9UT,217829,1,2020-09-25,,2018-07-27,"A PHASE 2, RANDOMIZED, OPEN-LABEL STUDY OF NIVOLUMAB OR NIVOLUMAB/BMS-986205 ALONE OR COMBINED WITH INTRAVESICAL BCG IN PARTICIPANTS WITH BCG-UNRESPONSIVE, HIGH-RISK, NON-MUSCLE INVASIVE BLADDER CANCER","[{'med_condition_id': 625, 'med_condition': 'BLADDER CANCER'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}]"
51080,AGTC-CNGA3-002,221913,3,,,2018-12-14,"A MULTIPLE-SITE, PHASE 1/2, SAFETY AND EFFICACY TRIAL OF AGTC-402, A RECOMBINANT ADENO-ASSOCIATED VIRUS VECTOR EXPRESSING CNGA3, IN PATIENTS WITH CONGENITAL ACHROMATOPSIA CAUSED BY MUTATIONS IN THE CNGA3 GENE","[{'med_condition_id': 966, 'med_condition': 'CONGENITAL ACHROMATOPSIA'}]","[{'study_population_id': 2, 'study_population': 'ADULT FEMALE'}, {'study_population_id': 1, 'study_population': 'ADULT MALE'}, {'study_population_id': 3, 'study_population': 'PEDIATRIC'}]"
